STATUT AMM,STATUT COMMERCIALISATION,SPECIALITE,DOSAGE,FORME,PRESENTATION,PP GN,SUBSTANCE ACTIVE,CLASSE THERAPEUTIQUE,EPI,PPV,PH,PFHT,CODE,TVA
AMM ENREGISTREE,Commercialisé,GLEMA,1 MG,COMPRIME,BOITE DE 30,GN,GLIMEPIRIDE,METABOLISME NUTRITION DIABETE,BOTTU,"20,00","12,50","11,90",597,
AMM ENREGISTREE,Commercialisé,GLEMA,2 MG,COMPRIME,BOITE DE 30,GN,GLIMEPIRIDE,METABOLISME NUTRITION DIABETE,BOTTU,"40,00","25,00","23,81",598,
AMM ENREGISTREE,Commercialisé / AO,GLEMA,2 mg,COMPRIME SECABLE,Boite de 90,GN,GLIMEPIRIDE,METABOLISME NUTRITION DIABETE,BOTTU,"103,20","64,50","61,42",599,
AMM ENREGISTREE,Commercialisé,GLEMA,3 MG,COMPRIME,BOITE DE 30,GN,GLIMEPIRIDE,METABOLISME NUTRITION DIABETE,BOTTU,"60,00","37,50","35,71",600,
AMM ENREGISTREE,Commercialisé / AO,GLEMA,3 mg,COMPRIME SECABLE,Boite de 90,GN,GLIMEPIRIDE,METABOLISME NUTRITION DIABETE,BOTTU,"154,80","96,70","92,13",601,
AMM ENREGISTREE,Commercialisé,GLEMA,4 MG,COMPRIME,BOITE DE 30,GN,GLIMEPIRIDE,METABOLISME NUTRITION DIABETE,BOTTU,"68,80","43,00","40,94",602,
AMM ENREGISTREE,Commercialisé / AO,GLEMA,4 mg,COMPRIME SECABLE,Boite de 90,GN,GLIMEPIRIDE,METABOLISME NUTRITION DIABETE,BOTTU,"177,40","110,90","105,62",603,
AMM ENREGISTREE,Non Commercialisé,HOMEOAFTYL,0,COMPRIME A SUCER,BOITE DE 60,PP,HOMEO,METABOLISME NUTRITION DIABETE,BOTTU,"41,10","25,70","24,48",604,
AMM ENREGISTREE,Commercialisé,HOMEOPLASMINE,0,POMMADE,TUBE DE 18 G,PP,HOMEO,DERMATOLOGIE,BOTTU,"28,00","17,50","16,69",605,
AMM ENREGISTREE,Commercialisé,HOMEOPTIC,0,COLLYRE,10 DOSES,PP,HOMEO,OPHTALMOLOGIE,BOTTU,"43,90","27,40","26,15",606,
AMM ENREGISTREE,Commercialisé,HOMEOVOX,0,DRAGEE,BOITE DE 55,NA,HOMEO,METABOLISME NUTRITION DIABETE,BOTTU,"33,60","21,00","20,03",607,
AMM RETIREE,Rertiré du Marché,HYFRESH,2 MG,SOLUTION OPHTALMIQUE,FLACON DE 10 ML,0,HYALURONATE (SODIUM),OPHTALMOLOGIE,BOTTU,"21,20","13,20","11,79",608,
AMM ENREGISTREE,Commercialisé,ICIN,"0,003",SOLUTION OPHTALMIQUE,FLACON DE 5 ML,GN,CIPROFLOXACINE (CHLORHYDRATE),OPHTALMOLOGIE,BOTTU,"25,70","16,10","15,30",609,
AMM ENREGISTREE,Commercialisé,ICOMB,3 MG / 1 MG,COLLYRE,FLACON DE 5 ML,GN,TOBRAMYCINE  // DEXAMETHASONE,OPHTALMOLOGIE,BOTTU,"28,30","17,70","16,86",610,
AMM ENREGISTREE,Commercialisé,ISUDRINE,"12,38 G / 152 MG",SACHET,BOITE DE 12,GN,ALUMINIUM (PHOSPHATE) // HYDROXYDE DE MAGNESIUM,GASTRO-ENTEROLOGIE,BOTTU,"26,70","16,70","15,88",611,
AMM ENREGISTREE,Commercialisé,KARHLA,"0,02 MG / 3 MG",COMPRIME PELLICULE,BOITE DE 21,GN,DROSPIRENONE // ETHINYLESTRADIOL,GYNECOLOGIE,BOTTU,"81,50","50,90","48,49",612,
AMM ENREGISTREE,Commercialisé,KARHLA,3 MG / 30 µG,COMPRIME PELLICULE,BOITE DE 21,GN,DROSPIRENONE // ETHINYLESTRADIOL,GYNECOLOGIE,BOTTU,"65,40","40,90","38,94",613,
AMM ENREGISTREE,Non Commercialisé,KEPAM,100 MG / ML,SOLUTION CONCENTREE POUR PERFUSION,BOITE DE 10 FLACONS DE 5 ML,GN,LEVETIRACETAM,NEUROLOGIE-PSYCHIATRIE,BOTTU,"342,00","227,00","216,81",614,
AMM ENREGISTREE,Commercialisé,LAROXYL,40 MG / ML,SOLUTION BUVABLE EN GOUTTES,FLACON DE 20 ML,PP,AMITRIPTYLINE,NEUROLOGIE-PSYCHIATRIE,BOTTU,"37,20","23,20","22,14",615,
AMM ENREGISTREE,Commercialisé,LAROXYL,50 MG,COMPRIME ENROBE,BOITE DE 20,PP,AMITRIPTYLINE,NEUROLOGIE-PSYCHIATRIE,BOTTU,"35,80","22,40","21,31",616,
AMM ENREGISTREE,Commercialisé,LAROXYL,25 MG,COMPRIME PELLICULE,BOITE DE 60,PP,AMITRIPTYLINE,NEUROLOGIE-PSYCHIATRIE,BOTTU,"36,20","22,60","21,56",617,
AMM ENREGISTREE,Commercialisé,LONGAMYCINE,100 MG,COMPRIME,BOITE DE 10,GN,DOXYCYCLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,BOTTU,"32,30","20,20","19,25",618,
AMM ENREGISTREE,Commercialisé,LONGAMYCINE,200 MG,COMPRIME,BOITE DE 8,GN,DOXYCYCLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,BOTTU,"44,40","27,80","26,45",619,
AMM ENREGISTREE,Commercialisé,LOPERIUM,2 MG,GELULE,BOITE DE 20,GN,LOPERAMIDE (CHLORHYDRATE),GASTRO-ENTEROLOGIE,BOTTU,"21,40","13,40","12,77",620,
AMM ENREGISTREE,Commercialisé,LOREUS,"0,5 MG / ML",SOLUTION BUVABLE,FLACON DE 60 ML,GN,DESLORATADINE,ALLERGOLOGIE,BOTTU,"22,90","14,30","13,63",621,
AMM ENREGISTREE,Commercialisé,LOREUS,5 MG,COMPRIME PELLICULE,BOITE DE 15,GN,DESLORATADINE,ALLERGOLOGIE,BOTTU,"38,00","23,80","22,64",622,
AMM ENREGISTREE,Commercialisé,LOREUS,5 MG,COMPRIME PELLICULE,BOITE DE 30,GN,DESLORATADINE,ALLERGOLOGIE,BOTTU,"73,10","45,70","43,50",623,
AMM ENREGISTREE,Commercialisé,LOREUS,5 MG,COMPRIME PELLICULE,BOITE DE 7,GN,DESLORATADINE,ALLERGOLOGIE,BOTTU,"20,10","12,50","11,96",624,
AMM ENREGISTREE,Commercialisé,LOSCITA,10 MG,COMPRIME PELLICULE,BOITE DE 14,GN,ESCITALOPRAM,NEUROLOGIE-PSYCHIATRIE,BOTTU,"65,20","40,80","38,83",625,
AMM ENREGISTREE,Commercialisé,LOSCITA,10 MG,COMPRIME PELLICULE,BOITE DE 28,GN,ESCITALOPRAM,NEUROLOGIE-PSYCHIATRIE,BOTTU,"111,90","70,00","66,64",626,
AMM RETIREE,Rertiré du Marché,MECIR LP,"0,4 MG",COMPRIME PELLICULE A LIBERATION PROLONGEE,BOITE DE 30,PP,TAMSULOSINE (CHLORHYDRATE),UROLOGIE ET NEPHROLOGIE,BOTTU,"121,40","75,60","67,53",627,
AMM ENREGISTREE,Commercialisé,METALYSE,10000 UI,POUDRE ET SOLVANT POUR SOLUTION INJECTABLE,BOITE DE 1 FLACON DE 20 ML + SERINGUE DE 10 ML,PP,TENECTEPLASE,HEMATOLOGIE ET HEMOSTASE,BOTTU,"11007,00","10799,00","10399,62",628,
AMM ENREGISTREE,Commercialisé,METRINELLE,2 MG,COMPRIME,BOITE DE 28,GN,DIENOGEST,GYNECOLOGIE,BOTTU,"186,90","116,80","111,26",629,
AMM ENREGISTREE,Commercialisé,MICARDIS,40 MG,COMPRIME,BOITE DE 28,PP,TELMISARTAN,CARDIOLOGIE ET ANGEIOLOGIE,BOTTU,"168,80","105,50","100,47",630,
AMM ENREGISTREE,Commercialisé,MICARDIS,80 MG,COMPRIME,BOITE DE 28,PP,TELMISARTAN,CARDIOLOGIE ET ANGEIOLOGIE,BOTTU,"200,00","125,20","119,24",631,
AMM ENREGISTREE,Commercialisé,MICARDIS PLUS,"80 MG / 12,5 MG",COMPRIME,BOITE DE 28,PP,TELMISARTAN  // HYDROCHLOROTHIAZIDE,CARDIOLOGIE ET ANGEIOLOGIE,BOTTU,"200,00","125,20","119,24",632,
AMM ENREGISTREE,Commercialisé,MIGRALGINE,"400 MG / 20 MG / 62,5 MG",GELULE,BOITE DE 18,PP,PARACETAMOL // CODEINE // CAFEINE,ANTALGIQUES,BOTTU,"20,10","12,50","11,96",633,
AMM ENREGISTREE,Commercialisé,MOBIC,15 MG,COMPRIME SECABLE,BOITE DE 14,PP,MELOXICAM,ANTI-INFLAMMATOIRES,BOTTU,"57,50","35,90","34,21",634,
AMM ENREGISTREE,Commercialisé,MOBIC,"7,5 MG",COMPRIME,BOITE DE 14,PP,MELOXICAM,ANTI-INFLAMMATOIRES,BOTTU,"39,80","24,90","23,70",635,
AMM ENREGISTREE,Commercialisé,MOBIC,"15 MG / 1,5 ML",SOLUTION INJECTABLE,BOITE DE 3,PP,MELOXICAM,ANTI-INFLAMMATOIRES,BOTTU,"34,60","21,60","20,58",636,
AMM ENREGISTREE,Non Commercialisé,NABYOL FORTE,100 MG,COMPRIME ENROBE,BOITE DE 50,GN,NITROXOLINE,UROLOGIE ET NEPHROLOGIE,BOTTU,"23,20","14,50","13,80",637,
AMM ENREGISTREE,Commercialisé,NATISPRAY,"0,3 MG",AEROSOL,FLACON DE 18 ML / 300 DOSES,PP,TRINITRINE,CARDIOLOGIE ET ANGEIOLOGIE,BOTTU,"69,30","43,30","41,25",638,
AMM ENREGISTREE,Commercialisé,NEALGYL,80 MG,COMPRIME ORODISPERSIBLE,BOITE DE 20,GN,PHLOROGLUCINOL DIHYDRATE,GASTRO-ENTEROLOGIE,BOTTU,"32,10","20,10","19,14",639,
AMM ENREGISTREE,Commercialisé,NEALGYL,80 MG,COMPRIME ORODISPERSIBLE,BOITE DE 30,GN,PHLOROGLUCINOL DIHYDRATE,GASTRO-ENTEROLOGIE,BOTTU,"47,10","29,50","28,07",640,
AMM ENREGISTREE,Commercialisé,NEALGYL,80 MG,COMPRIME ORODISPERSIBLE,BOITE DE 10,GN,PHLOROGLUCINOL,GASTRO-ENTEROLOGIE,BOTTU,"18,30","11,40","10,88",641,
AMM ENREGISTREE,Commercialisé,NOCAND,150 MG,GELULE,BOITE DE 1,GN,FLUCONAZOLE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,BOTTU,"13,40","8,40","8,01",642,
AMM ENREGISTREE,Commercialisé,NOCAND,150 MG,GELULE,BOITE DE 4,GN,FLUCONAZOLE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,BOTTU,"46,70","29,20","27,81",643,
AMM ENREGISTREE,Commercialisé,NOCAND,200 MG,GELULE,BOITE DE 7,GN,FLUCONAZOLE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,BOTTU,"91,60","57,20","54,52",644,
AMM ENREGISTREE,Commercialisé,NOCAND,50 MG,GELULE,BOITE DE 7,GN,FLUCONAZOLE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,BOTTU,"32,70","20,40","19,47",645,
AMM ENREGISTREE,Commercialisé,OPTIPRED,"0,01",COLLYRE,FLACON DE 5 ML,GN,PREDNISOLONE,OPHTALMOLOGIE,BOTTU,"21,90","13,70","13,02",646,
AMM ENREGISTREE,Commercialisé,OSCILLOCOCCINUM,1,GLOBULE,6 DOSES,PP,HOMEO,METABOLISME NUTRITION DIABETE,BOTTU,"66,80","41,80","39,78",647,
AMM RETIREE,Rertiré du Marché,PARA SPECIAL POUX,"1,80 G / 7,20 G",SOLUTION,FLACON DE,0,PIPERONYLE (BUTOXYDE) // DEPALLETHRINE,DERMATOLOGIE,BOTTU,"74,70","46,50","41,56",648,
AMM ENREGISTREE,Commercialisé,PERSANTINE,75 MG,COMPRIME ENROBE,BOITE DE 30,PP,DIPYRIDAMOLE,HEMATOLOGIE ET HEMOSTASE,BOTTU,"31,50","19,70","18,75",649,
AMM ENREGISTREE,Commercialisé,PHOSPHALUGEL,"12,38 G",SACHET,BOITE DE 20,PP,ALUMINIUM (PHOSPHATE),GASTRO-ENTEROLOGIE,BOTTU,"32,30","20,20","19,22",650,
AMM ENREGISTREE,Non Commercialisé,PRADAXA,110 MG,GELULE,BOITE DE 10,PP,DABIGATRAN ETEXILATE (MESILATE),HEMATOLOGIE ET HEMOSTASE,BOTTU,"197,60","123,50","117,63",651,
AMM ENREGISTREE,Commercialisé,PRADAXA,110 MG,GELULE,BOITE DE 30,PP,DABIGATRAN ETEXILATE (MESILATE),HEMATOLOGIE ET HEMOSTASE,BOTTU,"531,00","353,00","336,41",652,
AMM ENREGISTREE,Commercialisé,PRADAXA,110 MG,GELULE,BOITE DE 60,PP,DABIGATRAN ETEXILATE (MESILATE),HEMATOLOGIE ET HEMOSTASE,BOTTU,"1026,00","748,00","712,54",653,
AMM ENREGISTREE,Commercialisé,PRADAXA,150 MG,GELULE,BOITE DE 60,PP,DABIGATRAN ETEXILATE (MESILATE),HEMATOLOGIE ET HEMOSTASE,BOTTU,"1002,00","723,00","688,61",654,
AMM ENREGISTREE,Non Commercialisé,PRADAXA,75 MG,GELULE,BOITE DE 10,PP,DABIGATRAN ETEXILATE (MESILATE),HEMATOLOGIE ET HEMOSTASE,BOTTU,"197,80","123,60","117,77",655,
AMM ENREGISTREE,Commercialisé / AO,PRADAXA,75 MG,GELULE,BOITE DE 30,PP,DABIGATRAN ETEXILATE (MESILATE),HEMATOLOGIE ET HEMOSTASE,BOTTU,"530,00","352,00","335,91",656,
AMM RETIREE,Rertiré du Marché,PRADAXA,75 MG,GELULE,BOITE DE 60,PP,DABIGATRAN ETEXILATE (MESILATE),HEMATOLOGIE ET HEMOSTASE,BOTTU,"1006,00","727,00","692,83",657,
AMM ENREGISTREE,Commercialisé,PRAZOL,20 MG,GELULE,BOITE DE 14,GN,OMEPRAZOLE,GASTRO-ENTEROLOGIE,BOTTU,"49,30","30,80","29,37",658,
AMM ENREGISTREE,Commercialisé,PRAZOL,20 MG,GELULE,BOITE DE 28,GN,OMEPRAZOLE,GASTRO-ENTEROLOGIE,BOTTU,"89,70","56,10","53,40",659,
AMM ENREGISTREE,Commercialisé,PRAZOL,20 MG,GELULE,BOITE DE 7,GN,OMEPRAZOLE,GASTRO-ENTEROLOGIE,BOTTU,"28,00","17,50","16,69",660,
AMM ENREGISTREE,Commercialisé,PREZAR,100 MG,COMPRIME PELLICULE,BOITE DE 28,GN,LOSARTAN (POTASSIQUE),CARDIOLOGIE ET ANGEIOLOGIE,BOTTU,"138,10","86,30","82,22",661,
AMM ENREGISTREE,Commercialisé / AO,PREZAR,100 MG,COMPRIME PELLICULE,BOITE DE 90,GN,LOSARTAN (POTASSIQUE),CARDIOLOGIE ET ANGEIOLOGIE,BOTTU,"359,00","238,00","227,27",662,
AMM ENREGISTREE,Commercialisé,PREZAR,50 MG,COMPRIME PELLICULE,BOITE DE 14,GN,LOSARTAN (POTASSIQUE),CARDIOLOGIE ET ANGEIOLOGIE,BOTTU,"40,00","25,00","23,79",663,
AMM ENREGISTREE,Commercialisé EXPORT,PREZAR,50 MG,COMPRIME PELLICULE,BOITE DE 28,GN,LOSARTAN (POTASSIQUE),CARDIOLOGIE ET ANGEIOLOGIE,BOTTU,"77,20","48,20","45,96",664,
AMM ENREGISTREE,Commercialisé,PREZAR,50 MG,COMPRIME PELLICULE,BOITE DE 30,GN,LOSARTAN (POTASSIQUE),CARDIOLOGIE ET ANGEIOLOGIE,BOTTU,"82,70","51,70","50,51",665,
AMM ENREGISTREE,Commercialisé / AO,PREZAR,50 MG,COMPRIME PELLICULE,BOITE DE 90,GN,LOSARTAN (POTASSIQUE),CARDIOLOGIE ET ANGEIOLOGIE,BOTTU,"242,00","151,90","144,64",666,
AMM ENREGISTREE,Non Commercialisé,PRODUIT HOMEOPATHIQUE UNITAIRE APPARTENANT AU REGNE ANIMAL,0,GLOBULE,DOSE DE 1G,NA,HOMEO,METABOLISME NUTRITION DIABETE,BOTTU,"14,50","9,00","8,62",667,
AMM ENREGISTREE,Non Commercialisé,PRODUIT HOMEOPATHIQUE UNITAIRE APPARTENANT AU REGNE ANIMAL,0,GOUTTE,FLACON DE 125 ML,NA,HOMEO,METABOLISME NUTRITION DIABETE,BOTTU,"63,50","39,70","37,83",668,
AMM ENREGISTREE,Non Commercialisé,PRODUIT HOMEOPATHIQUE UNITAIRE APPARTENANT AU REGNE ANIMAL,0,GOUTTE,GOUTTES 250 ML,NA,HOMEO,METABOLISME NUTRITION DIABETE,BOTTU,"88,10","55,10","52,46",669,
AMM ENREGISTREE,Non Commercialisé,PRODUIT HOMEOPATHIQUE UNITAIRE APPARTENANT AU REGNE ANIMAL,0,GOUTTE,GOUTTES 30 ML,NA,HOMEO,METABOLISME NUTRITION DIABETE,BOTTU,"21,50","13,40","12,79",670,
AMM ENREGISTREE,Non Commercialisé,PRODUIT HOMEOPATHIQUE UNITAIRE APPARTENANT AU REGNE ANIMAL,0,GOUTTE,FLACON DE 60 ML,NA,HOMEO,METABOLISME NUTRITION DIABETE,BOTTU,"46,70","29,20","27,81",671,
AMM ENREGISTREE,Non Commercialisé,PRODUIT HOMEOPATHIQUE UNITAIRE APPARTENANT AU REGNE ANIMAL,0,GRANULE,TUBE DE 4 G,NA,HOMEO,METABOLISME NUTRITION DIABETE,BOTTU,"17,30","10,80","10,29",672,
AMM ENREGISTREE,Non Commercialisé,PRODUIT HOMEOPATHIQUE UNITAIRE APPARTENANT AU REGNE ANIMAL,0,POMMADE,POMMADE 20G,NA,HOMEO,METABOLISME NUTRITION DIABETE,BOTTU,"11,20","7,00","6,68",673,
AMM ENREGISTREE,Non Commercialisé,PRODUIT HOMEOPATHIQUE UNITAIRE APPARTENANT AU REGNE ANIMAL,0,SOLUTION BUVABLE,BOITE DE 12 AMPOULES BUVABLES,NA,HOMEO,METABOLISME NUTRITION DIABETE,BOTTU,"27,60","17,20","16,41",674,
AMM ENREGISTREE,Non Commercialisé,PRODUIT HOMEOPATHIQUE UNITAIRE APPARTENANT AU REGNE ANIMAL,0,SOLUTION BUVABLE,BOITE DE 30 AMPOULES BUVABLES,NA,HOMEO,METABOLISME NUTRITION DIABETE,BOTTU,"48,10","30,10","28,65",675,
AMM ENREGISTREE,Non Commercialisé,PRODUIT HOMEOPATHIQUE UNITAIRE APPARTENANT AU REGNE ANIMAL,0,SOLUTION BUVABLE,BOITE DE 6 AMPOULES BUVABLES,NA,HOMEO,METABOLISME NUTRITION DIABETE,BOTTU,"19,70","12,30","11,74",676,
AMM ENREGISTREE,Non Commercialisé,PRODUIT HOMEOPATHIQUE UNITAIRE APPARTENANT AU REGNE MINERAL,0,GLOBULE,DOSE DE 1G,NA,HOMEO,METABOLISME NUTRITION DIABETE,BOTTU,"14,50","9,00","8,62",677,
AMM ENREGISTREE,Non Commercialisé,PRODUIT HOMEOPATHIQUE UNITAIRE APPARTENANT AU REGNE MINERAL,0,GOUTTE,GOUTTES 125 ML,NA,HOMEO,METABOLISME NUTRITION DIABETE,BOTTU,"63,50","39,70","37,83",678,
AMM ENREGISTREE,Non Commercialisé,PRODUIT HOMEOPATHIQUE UNITAIRE APPARTENANT AU REGNE MINERAL,0,GOUTTE,GOUTTES 250 ML,NA,HOMEO,METABOLISME NUTRITION DIABETE,BOTTU,"88,10","55,10","52,46",679,
AMM ENREGISTREE,Non Commercialisé,PRODUIT HOMEOPATHIQUE UNITAIRE APPARTENANT AU REGNE MINERAL,0,GOUTTE,GOUTTES 30 ML,NA,HOMEO,METABOLISME NUTRITION DIABETE,BOTTU,"21,50","13,40","12,79",680,
AMM ENREGISTREE,Non Commercialisé,PRODUIT HOMEOPATHIQUE UNITAIRE APPARTENANT AU REGNE MINERAL,0,GOUTTE,FLACON DE 60 ML,NA,HOMEO,METABOLISME NUTRITION DIABETE,BOTTU,"46,70","29,20","27,81",681,
AMM ENREGISTREE,Non Commercialisé,PRODUIT HOMEOPATHIQUE UNITAIRE APPARTENANT AU REGNE MINERAL,0,GRANULE,TUBE DE 4 G,NA,HOMEO,METABOLISME NUTRITION DIABETE,BOTTU,"17,30","10,80","10,29",682,
AMM ENREGISTREE,Non Commercialisé,PRODUIT HOMEOPATHIQUE UNITAIRE APPARTENANT AU REGNE MINERAL,0,POMMADE,POMMADE 20G,NA,HOMEO,METABOLISME NUTRITION DIABETE,BOTTU,"11,20","7,00","6,68",683,
AMM ENREGISTREE,Non Commercialisé,PRODUIT HOMEOPATHIQUE UNITAIRE APPARTENANT AU REGNE MINERAL,0,SOLUTION BUVABLE,BOITE DE 12 AMPOULES BUVABLES,NA,HOMEO,METABOLISME NUTRITION DIABETE,BOTTU,"27,60","17,20","16,41",684,
AMM ENREGISTREE,Non Commercialisé,PRODUIT HOMEOPATHIQUE UNITAIRE APPARTENANT AU REGNE MINERAL,0,SOLUTION BUVABLE,BOITE DE 30 AMPOULES BUVABLES,NA,HOMEO,METABOLISME NUTRITION DIABETE,BOTTU,"48,10","30,10","28,65",685,
AMM ENREGISTREE,Non Commercialisé,PRODUIT HOMEOPATHIQUE UNITAIRE APPARTENANT AU REGNE MINERAL,0,SOLUTION BUVABLE,BOITE DE 6 AMPOULES BUVABLES,NA,HOMEO,METABOLISME NUTRITION DIABETE,BOTTU,"19,70","12,30","11,74",686,
AMM ENREGISTREE,Non Commercialisé,PRODUIT HOMEOPATHIQUE UNITAIRE APPARTENANT AU REGNE VEGETAL,0,GLOBULE,DOSE DE 1G,NA,HOMEO,METABOLISME NUTRITION DIABETE,BOTTU,"14,50","9,00","8,62",687,
AMM ENREGISTREE,Non Commercialisé,PRODUIT HOMEOPATHIQUE UNITAIRE APPARTENANT AU REGNE VEGETAL,0,GOUTTE,GOUTTES 125 ML,NA,HOMEO,METABOLISME NUTRITION DIABETE,BOTTU,"63,50","39,70","37,83",688,
AMM ENREGISTREE,Non Commercialisé,PRODUIT HOMEOPATHIQUE UNITAIRE APPARTENANT AU REGNE VEGETAL,0,GOUTTE,GOUTTES 250ML,NA,HOMEO,METABOLISME NUTRITION DIABETE,BOTTU,"88,10","55,10","52,46",689,
AMM ENREGISTREE,Non Commercialisé,PRODUIT HOMEOPATHIQUE UNITAIRE APPARTENANT AU REGNE VEGETAL,0,GOUTTE,GOUTTES 30 ML,NA,HOMEO,METABOLISME NUTRITION DIABETE,BOTTU,"21,50","13,40","12,79",690,
AMM ENREGISTREE,Non Commercialisé,PRODUIT HOMEOPATHIQUE UNITAIRE APPARTENANT AU REGNE VEGETAL,0,GOUTTE,FLACON DE 60 ML,NA,HOMEO,METABOLISME NUTRITION DIABETE,BOTTU,"46,70","29,20","27,81",691,
AMM ENREGISTREE,Non Commercialisé,PRODUIT HOMEOPATHIQUE UNITAIRE APPARTENANT AU REGNE VEGETAL,0,GRANULE,TUBE DE 4 G,NA,HOMEO,METABOLISME NUTRITION DIABETE,BOTTU,"17,30","10,80","10,29",692,
AMM ENREGISTREE,Non Commercialisé,PRODUIT HOMEOPATHIQUE UNITAIRE APPARTENANT AU REGNE VEGETAL,0,POMMADE,POMMADE 20G,NA,HOMEO,METABOLISME NUTRITION DIABETE,BOTTU,"11,20","7,00","6,68",693,
AMM ENREGISTREE,Non Commercialisé,PRODUIT HOMEOPATHIQUE UNITAIRE APPARTENANT AU REGNE VEGETAL,0,SOLUTION BUVABLE,BOITE DE 12 AMPOULES BUVABLES,NA,HOMEO,METABOLISME NUTRITION DIABETE,BOTTU,"27,60","17,20","16,41",694,
AMM ENREGISTREE,Non Commercialisé,PRODUIT HOMEOPATHIQUE UNITAIRE APPARTENANT AU REGNE VEGETAL,0,SOLUTION BUVABLE,BOITE DE 30 AMPOULES BUVABLES,NA,HOMEO,METABOLISME NUTRITION DIABETE,BOTTU,"48,10","30,10","28,65",695,
AMM ENREGISTREE,Non Commercialisé,PRODUIT HOMEOPATHIQUE UNITAIRE APPARTENANT AU REGNE VEGETAL,0,SOLUTION BUVABLE,BOITE DE 6 AMPOULES BUVABLES,NA,HOMEO,METABOLISME NUTRITION DIABETE,BOTTU,"19,70","12,30","11,74",696,
AMM ENREGISTREE,Commercialisé,QUIETUDE,0,SIROP,FLACON DE 200 ML,PP,HOMEO,METABOLISME NUTRITION DIABETE,BOTTU,"43,90","27,40","26,15",697,
AMM ENREGISTREE,Non Commercialisé,RHINALLERGY,300 MG,COMPRIME A SUCER,BOITE DE 60,PP,HOMEO,METABOLISME NUTRITION DIABETE,BOTTU,"40,20","25,10","23,92",698,
AMM ENREGISTREE,Commercialisé,RISONEL,"0,0005",SPRAY NASAL,FLACON DE 140 DOSES,GN,MOMETASONE (FUROATE),ALLERGOLOGIE,BOTTU,"111,30","69,60","66,28",699,
AMM ENREGISTREE,Commercialisé,ROZAT,10 MG,COMPRIME PELLICULE,BOITE DE 28,GN,ROSUVASTATINE,CARDIOLOGIE ET ANGEIOLOGIE,BOTTU,"147,10","92,00","87,59",700,
AMM ENREGISTREE,Commercialisé,ROZAT,20 MG,COMPRIME PELLICULE,BOITE DE 28,GN,ROSUVASTATINE,CARDIOLOGIE ET ANGEIOLOGIE,BOTTU,"238,00","149,00","141,90",701,
AMM ENREGISTREE,Non Commercialisé,RUPTON CHRONULE LP,4 MG / 50 MG,GELULE,BOITE DE 10,GN,PHENYLPROPANOLAMINE     // BROMPHENIRAMINE,ALLERGOLOGIE,BOTTU,"24,30","15,20","14,46",702,
AMM ENREGISTREE,Commercialisé,SEDATIF PC,0,COMPRIME,BOITE DE 40,NA,HOMEO,METABOLISME NUTRITION DIABETE,BOTTU,"42,50","26,60","25,31",703,
AMM ENREGISTREE,Non Commercialisé,SEDATIF PC,0,GRANULE,80 GRANULE ENVIRON,PP,HOMEO,METABOLISME NUTRITION DIABETE,BOTTU,"43,30","27,00","25,76",704,
AMM ENREGISTREE,Non Commercialisé,SIFROL,"0,26 MG",COMPRIME A LIBERATION PROLONGEE,BOITE DE 10,PP,PRAMIPEXOLE,NEUROLOGIE-PSYCHIATRIE,BOTTU,"36,00","22,50","21,43",705,
AMM ENREGISTREE,Commercialisé,SIFROL,"0,26 MG",COMPRIME A LIBERATION PROLONGEE,BOITE DE 30,PP,PRAMIPEXOLE,NEUROLOGIE-PSYCHIATRIE,BOTTU,"95,90","59,90","57,10",706,
AMM ENREGISTREE,Non Commercialisé,SIFROL,"0,52 MG",COMPRIME A LIBERATION PROLONGEE,BOITE DE 10,PP,PRAMIPEXOLE,NEUROLOGIE-PSYCHIATRIE,BOTTU,"58,40","36,50","34,79",707,
AMM ENREGISTREE,Commercialisé,SIFROL,"0,52 MG",COMPRIME A LIBERATION PROLONGEE,BOITE DE 30,PP,PRAMIPEXOLE,NEUROLOGIE-PSYCHIATRIE,BOTTU,"168,00","105,00","100,03",708,
AMM ENREGISTREE,Non Commercialisé,SIFROL,"1,05 MG",COMPRIME A LIBERATION PROLONGEE,BOITE DE 10,PP,PRAMIPEXOLE,NEUROLOGIE-PSYCHIATRIE,BOTTU,"141,80","88,60","84,42",709,
AMM ENREGISTREE,Commercialisé,SIFROL,"1,05 MG",COMPRIME A LIBERATION PROLONGEE,BOITE DE 30,PP,PRAMIPEXOLE,NEUROLOGIE-PSYCHIATRIE,BOTTU,"376,00","249,00","238,08",710,
AMM ENREGISTREE,Commercialisé,SIFROL,"2,1 MG",COMPRIME A LIBERATION PROLONGEE,BOITE DE 30,PP,PRAMIPEXOLE,NEUROLOGIE-PSYCHIATRIE,BOTTU,"726,00","482,00","459,73",711,
AMM ENREGISTREE,Commercialisé,SPASMOPRIV,100 MG,GELULE,BOITE DE 20,GN,MEBEVERINE (CHLORHYDRATE),GASTRO-ENTEROLOGIE,BOTTU,"26,90","16,80","15,99",712,
